,group,h,p,eta2,median,median_diff
0,1.0,1.0525075987841914,0.30493027042777193,0.002917088821343968,71.25,2.5
1,2.0,0.11650264950795294,0.7328590464785625,-0.04908318613844706,66.25,-2.5
2,3.0,0.012905660377351847,0.9095524436086859,-0.05483857442348045,66.25,-2.5
